OBJECTID,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,COLOUR_1,COLOUR_2,CONSIS_DRY,CONSIS_MST,CONSIS_PLS,CONSIS_WET,MOTTLE_FRQ,MOTTLE_SZE,ROOT_FREQ,ROOT_LOCTN,ROOT_ORIEN,ROOT_THICK,S_PRM_GRAD,S_PRM_KIND,S_PRM_MOD,S_PRM_SIZE,S_SEC_GRAD,S_SEC_KIND,S_SEC_MOD,S_SEC_SIZE,SALINITY,EFFERVESC
14009,5598,3,22,47,100yr4030," "," ","Very friable"," "," ",Many,Coarse,"Very few",Inped,Vertical,"Very fine","Very weak","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14010,5598,4,47,100,050yr5030,100yr5040," ",Firm," "," ",Many,Coarse," "," "," "," ",Moderate,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14011,5598,5,100,130," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
14012,5600,1,0,20,100yr5040,100yr4030," ",Friable," "," "," "," ",Many,Inped,Random,Medium,Weak,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14013,5600,2,20,35,075yr5060," "," ",Friable," "," "," "," ",Common,Exped,Random,Fine,Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14014,5600,3,35,40,100yr6030," "," ",Friable," "," "," "," ",Few,Exped,Vertical,Fine,"Very weak",Platy," ",Coarse," "," "," "," "," "," "
14015,5600,4,40,68,050yr4030," "," ","Very firm"," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
14016,5600,5,68,88,050yr4040," "," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
14017,5600,6,88,108,050yr4030," "," ",Firm," "," "," "," "," "," "," "," ",Weak,Platy,Pseudo,Medium," "," "," "," "," "," "
14018,5601,1,0,20,100yr3040," "," ",Friable," "," "," "," ",Many,Exped,Random,Fine,Weak,Granular," ",Fine," "," "," "," "," "," "
14019,5601,2,20,35,075yr4550," "," ",Friable," "," "," "," ",Few,Inped,Vertical,Fine,Weak,"Angular blocky"," ",Medium," "," "," "," "," "," "
14020,5601,3,35,45,075yr5030," "," ",Friable," "," ",Common,Medium,"Very few",Inped,Vertical,Fine,"Weak to moderate",Platy," ",Medium," "," "," "," "," "," "
14021,5601,4,45,63,050yr4040," "," ",Firm," "," ",Common,Coarse,"Very few",Exped,Vertical,"Very fine",Weak,"Angular blocky"," ",Coarse," "," "," "," "," "," "
14022,5601,5,63,86,050yr4030," "," ",Firm," "," ",Common,Medium," "," "," "," ",Weak,Platy,Pseudo,Medium," "," "," "," "," "," "
14023,5602,1,0,6,100yr5030,100yr4030," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
14024,5602,2,6,10,100yr4030,100yr5020," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," "," "
14025,5602,3,10,20,100yr4030,100yr5020," ",Firm," "," "," "," "," "," "," "," ",Weak,Columnar," ",Medium," "," "," "," "," "," "
14026,5602,4,20,46,100yr6515,100yr5020," ",Firm," "," "," "," "," "," "," "," ",Moderate,Columnar," ",Medium," "," "," "," "," ",Strong
14027,5602,5,46," ",100yr6020,100yr4010," ","Very firm"," "," "," "," "," "," "," "," "," ","Sub-angular blocky",Pseudo,Medium," "," "," "," "," ",Moderate
14028,5603,1,5,0,050yr2510," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14029,5603,2,0,8,050yr5025," "," ","Very friable"," "," "," "," ",Many," ",Horizontal,Fine,Weak,"Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
14030,5603,3,8,31,050yr4550," "," ","Very friable"," "," "," "," ",Common," ",Random,Fine,Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
14031,5603,4,31,35,075yr4040," "," ",Friable," "," "," "," ",Few," ",Vertical,Fine,"Very weak",Platy," ",Medium," "," "," "," "," "," "
14032,5603,5,35,75,050yr4030," "," ",Firm," "," ",Common,Fine,Few,Exped,Vertical,Fine,Moderate,"Angular blocky"," ",Medium," "," "," "," "," "," "
14033,5603,6,75,85,050yr3530," "," ",Firm," "," ",Common,Fine," "," "," "," ",Weak,Platy,Pseudo,Coarse," "," "," "," "," "," "
14034,5604,1,4,0,"025y 2000"," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14035,5604,2,0,13,100yr6030," "," ",Loose," "," "," "," ",Many," ",Random,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14036,5604,3,13,20,050yr5060," "," ","Very friable"," "," "," "," ",Many," ",Horizontal,Fine,"Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
14037,5604,4,20,31,075yr4060," "," ","Very friable"," "," "," "," ",Few," ",Horizontal,Fine,Weak,Granular," ",Medium," "," "," "," "," "," "
14038,5604,5,31,40,075yr4040," "," "," "," "," "," "," "," "," ",Random,Fine,"Very weak",Platy," ",Medium," "," "," "," "," "," "
14039,5604,6,40,75,050yr3040," "," ",Firm," "," "," "," ","Very few"," ",Vertical,Fine,Moderate,"Angular blocky"," ",Coarse," "," "," "," "," "," "
14040,5604,7,75,96,050yr4040," "," ","Very firm"," "," "," "," "," "," "," "," ",Weak,Platy,Pseudo,Coarse," "," "," "," "," "," "
14041,5605,1,4,0," "," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14042,5605,2,0,12,075yr6020," "," ",Loose," "," "," "," ",Common," ",Random,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14043,5605,3,12,30,075yr5060," "," ",Loose," "," "," "," ",Common," ",Random,Fine,None," "," "," "," "," "," "," "," "," "
14044,5605,4,30,49,100yr4540," "," ",Loose," "," "," "," ",Few," ",Vertical,Fine,None," "," "," "," "," "," "," "," "," "
14045,5605,5,49,94,100yr4030,100yr5040," ",Loose," "," "," "," ","Very few"," ",Vertical,Fine,None," "," "," "," "," "," "," "," "," "
14046,5605,6,94,114,100yr4025," "," ",Loose," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
14047,5606,1,0,16,075yr5030," "," ",Friable," "," ",Few,Fine,Many," ",Random,Fine,Moderate,Granular," ",Medium," "," "," "," "," "," "
14048,5606,2,16,29,050yr5030," "," ",Friable," "," ",Many,Coarse,Common," ",Vertical,Fine,Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14049,5606,3,29,51,050yr4030," "," ",Firm," "," "," "," ",Few," ",Vertical,Fine,"Moderate to strong","Angular blocky"," ",Fine," "," "," "," "," "," "
14050,5606,4,51,85,050yr3030," "," ","Very firm"," "," "," "," "," "," "," "," ","Moderate to strong","Angular blocky"," ",Coarse," "," "," "," "," "," "
14051,5606,5,85,105,050yr3040," "," ",Firm," "," "," "," "," "," "," "," ","Moderate to strong",Platy,Pseudo,Coarse," "," "," "," "," "," "
14052,5607,1,0,18,075yr5020," "," ",Friable,Plastic," ",Common,Fine,Many,Exped,Random,Fine,Weak,Granular," ",Medium," "," "," "," "," "," "
14053,5607,2,18,26,075yr6520," "," ",Firm,Plastic," ",Many,Medium,Common,Exped,Vertical,Fine,"Very weak","Angular blocky"," ",Medium," "," "," "," "," "," "
14054,5607,3,26,38,050yr4530," "," ",Firm,Plastic," ",Many,Medium,Common,Exped,Vertical,Fine,"Moderate to strong",Prismatic," ",Coarse," "," "," "," "," "," "
14055,5607,4,38,65,025yr3540," "," ",Firm,Plastic," "," "," ",Few,Exped,Vertical,"Very fine",Moderate,Prismatic," ",Medium," "," "," "," "," "," "
14056,5607,5,65,120,025yr3540," "," ",Firm,Plastic," "," "," ","Very few",Exped,Vertical,"Very fine",Weak,Platy,Pseudo,Coarse," "," "," "," "," "," "
14057,5608,1,5,0,050yr2510," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14058,5608,2,0,6,075yr5530," "," ",Friable," "," ",Many,Fine,Many,Exped,Horizontal,Coarse,"Very weak","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14059,5608,3,6,27,075yr4040,075yr5060," ",Friable," "," ",Common,Medium,Common,Exped,Random,Fine,Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14060,5608,4,27,38,075yr5030,075yr5060," ",Firm," "," ",Common,Fine,"Very few",Exped,Horizontal,Fine,Moderate,Platy," ",Medium," "," "," "," "," "," "
14061,5608,5,38,78,050yr4030," "," ",Firm," "," ",Common,Medium,"Very few",Exped,Vertical,Fine,Moderate,Prismatic," ",Coarse," "," "," "," "," "," "
14062,5608,6,78,100,050yr3030," "," ","Very firm"," "," "," "," "," "," "," "," ",Weak,Platy,Pseudo,Coarse," "," "," "," "," "," "
14063,5609,1,0,24,100yr4040," "," ","Very friable"," "," "," "," ",Many," ",Horizontal,Medium,"Very weak","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14064,5609,2,24,41,075yr5080,050yr5080," ","Very friable"," "," "," "," ",Common," ",Horizontal,Medium,"Very weak","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14065,5609,3,41,66,100yr4560," "," ","Very friable"," "," "," "," ",Few," ",Random,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14066,5609,4,66,115,025yr4040," "," ",Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
14067,5610,1,3,0,050yr2510," "," ",Friable," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14068,5610,2,0,7,050yr5520," "," ",Friable," "," "," "," ",Many," ",Horizontal,Fine,"Weak to moderate","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14069,5610,3,7,18,050yr4060," "," ",Friable," "," "," "," ",Many," ",Random,Fine,Moderate,Granular," ",Medium," "," "," "," "," "," "
14070,5610,4,18,31,075yr4040," "," ",Friable," "," "," "," ",Common," ",Random,Fine,Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14071,5610,5,31,37,050yr5530," "," ",Firm," "," "," "," ",Few," ",Horizontal,Fine,Weak,Platy," ",Medium," "," "," "," "," "," "
14072,5610,6,37,58,050yr4030," "," ","Very firm"," "," "," "," ","Very few"," ",Vertical,Fine,Moderate,Prismatic," ",Coarse," "," "," "," "," "," "
14073,5610,7,58,79,050yr3030," "," ","Very firm"," "," "," "," ","Very few"," ",Vertical,Fine,Weak,Prismatic," ",Coarse," "," "," "," "," "," "
14074,5610,8,79,85,050yr3030," "," ","Very firm"," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
14075,5611,1,2,0,100yr2020," "," "," "," "," "," "," ",Common," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14076,5611,2,0,12,100yr6520," "," ",Loose," "," "," "," ",Common," ",Horizontal,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14077,5611,3,12,25,075yr5080," "," ","Very friable"," "," "," "," ",Common," ",Horizontal,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14078,5611,4,25,42,100yr4060," "," ",Loose," "," "," "," ",Few," ",Random,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14079,5611,5,42,69,100yr4040," "," ",Loose," "," "," "," ","Very few"," ",Vertical,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14080,5611,6,69,120,"015y 4040"," "," ",Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
14081,5612,1,4,0,100yr2010," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14082,5612,2,0,6,100yr6520," "," ","Very friable"," "," "," "," ",Many," ",Horizontal,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14083,5612,3,6,8,050yr3025," "," ","Very friable"," "," "," "," ",Many," ",Horizontal,Fine,Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14084,5612,4,8,19,075yr5080," "," ","Very friable"," "," "," "," ",Many," ",Horizontal,Fine,Moderate,Granular," ",Fine," "," "," "," "," "," "
14085,5612,5,19,38,100yr4060," "," ",Friable," "," "," "," ",Common," ",Vertical,Fine,Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14086,5612,6,38,64,100yr4540," "," ","Very firm"," "," "," "," ","Very few"," ",Vertical,Fine,Moderate,Platy," ",Medium," "," "," "," "," "," "
14087,5612,7,64,100,085yr4040," "," ","Very firm"," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
14088,5613,1,0,5,100yr5020,100yr4030," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
14089,5613,2,5,10,100yr6020,100yr4030," ",Friable," "," "," "," "," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," "," "
14090,5613,3,10,30,100yr3530,100yr4030," ","Very firm"," "," "," "," "," "," "," "," ",Moderate,Columnar," ",Medium," "," "," "," "," "," "
14091,5613,4,30,40,100yr6020,100yr5030," ",Firm," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," ",Moderate
14092,5613,5,40,110,100yr7020,100yr6025," ",Firm," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
14093,5613,6,110,165,100yr6030,100yr7030," ",Firm," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ","Very weak"
14094,5613,7,165,275,100yr6030,100yr7030," ",Firm," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ","Very weak"
14095,5614,1,4,0,075yr2000," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14096,5614,2,0,12,100yr6520," "," ",Loose,Nonplastic," "," "," ",Many," ",Horizontal,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
14097,5614,3,12,29,075yr5070," "," ","Very friable",Nonplastic," "," "," ",Many," ",Random,Fine,Moderate,Granular," ",Fine," "," "," "," "," "," "
14098,5614,4,29,32,100yr5060," "," ","Very friable",Nonplastic," "," "," ",Common," ",Random,Fine,Weak,Granular," ",Fine," "," "," "," "," "," "
14099,5614,5,32,55,"025y 5540"," "," ",Firm,Nonplastic," "," "," ",Few," ",Vertical,Fine,Moderate,Platy," ",Coarse," "," "," "," "," "," "
14100,5614,6,55,76,100yr4540," "," ",Friable,Nonplastic," "," "," ","Very few"," ",Vertical,Fine,Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14101,5614,7,76,105,100yr5040,100yr4060," ",Firm,Slightly," "," "," "," "," "," "," ",Moderate,Platy,Pseudo,Coarse," "," "," "," "," "," "
14102,5616,1,0,5,075yr4040," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Weak,"Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
14103,5616,2,5,21,050yr3040," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Strong,Granular," ",Coarse," "," "," "," "," "," "
14104,5616,3,21,42,075yr4040," "," ",Friable," "," "," "," ",Common,Exped,Random,Fine,Weak,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14105,5616,4,42,71,050yr4040," "," ",Friable," "," "," "," ",Few,Exped,Random,Fine,Weak,"Angular blocky"," ","Fine to medium"," "," "," "," "," "," "
14106,5616,5,71,100,050yr3040," "," ",Firm,Plastic," "," "," ","Very few"," "," ",Fine,None,Massive," "," "," "," "," "," "," "," "
14107,5616,6,100," ",050yr3040," "," ",Firm,Plastic," "," "," ","Very few"," "," ",Fine,None,Massive," "," "," "," "," "," "," "," "
14108,5618,1,1,0," "," "," "," "," "," "," "," ",Many,Exped,Random,Fine," "," "," "," "," "," "," "," "," "," "
14109,5618,2,0,9,050yr3030," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Weak,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
14110,5618,3,9,32,050yr4040," "," ",Friable," "," "," "," ",Many,Exped,Random,Fine,"Weak to moderate","Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
14111,5618,4,32,34,050yr4030," "," ",Friable," "," "," "," ",Common,Exped,Random,Fine," "," "," "," "," "," "," "," "," "," "
14112,5619,1,4,0," "," "," "," "," "," "," "," ",Many," ",Random,"Very fine"," "," "," "," "," "," "," "," "," "," "
14113,5619,2,0,19,100yr3030," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14114,5619,3,19,33,050yr5030," "," ",Friable," "," "," "," ",Common,Exped,Random,"Very fine",Weak,Platy," ","Medium to coarse"," "," "," "," "," "," "
14115,5619,4,33,46,075yr5080," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Strong,Granular," ","Fine to medium"," "," "," "," "," "," "
14116,5619,5,46,59,075yr3030," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,"Very weak","Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14117,5619,6,59,66,075yr3540," "," ",Friable," "," "," "," ",Few,Exped,Random,"Very fine"," "," "," "," "," "," "," "," "," "," "
14118,5619,7,66,76,075yr3540," "," ",Friable," "," "," "," ","Very few",Exped,Horizontal,"Very fine","Very weak",Platy,Pseudo,Medium," "," "," "," "," "," "
14119,5620,1,2,0," "," "," "," "," "," "," "," ",Many," ",Random,"Very fine"," "," "," "," "," "," "," "," "," "," "
14120,5620,2,0,16,100yr3020," "," ","Very friable"," "," "," "," ",Many,Exped,Random,"Very fine",Strong,"Sub-angular blocky"," ","Very fine to fine"," "," "," "," "," "," "
14121,5620,3,16,21,100yr3560," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Moderate,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14122,5620,4,21,26,100yr6520," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Fine,Weak,Platy," ","Fine to medium"," "," "," "," "," "," "
14123,5620,5,26,49,100yr4540," "," ","Very friable"," "," "," "," ",Many,Exped,Random,Medium,Weak,"Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
14124,5620,6,49,61,100yr4530," "," ",Friable," "," ",Common,Medium,Common,Exped,Random,Medium,"Very weak",Platy," ",Coarse," "," "," "," "," "," "
14125,5620,7,61,90,100yr5030,100yr4530," ",Firm,Slightly," ",Common,Coarse,"Very few"," "," "," ","Very weak","Angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
14126,5620,8,90," ",100yr5030,100yr4530," ",Firm,Plastic," ",Common,Coarse,"Very few"," "," "," ","Very weak","Angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
14127,5621,1,12,0," "," "," "," "," "," "," "," ",Many," ",Horizontal,Fine," "," "," "," "," "," "," "," "," "," "
14128,5621,2,0,13,100yr6520," "," ",Friable,Nonplastic,Nonsticky,Few,Fine,Common,Exped,Vertical,"Very fine",Weak,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
14129,5621,3,13,23,100yr4025," "," ",Friable,Nonplastic,Nonsticky,Many,Medium,"Very few",Exped,Vertical,Micro,Moderate,Platy," ",Medium," "," "," "," "," "," "
14130,5621,4,23,25,100yr6020," "," ",Friable,Nonplastic,Nonsticky,Many,Medium," "," "," "," ",Moderate,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14131,5621,5,25,53,060yr4040," "," ","Very firm",Slightly,Sticky,Many,Medium," "," "," "," ","Moderate to strong","Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14132,5621,6,53,100,050yr4040," "," ","Very firm",Slightly,Sticky,Common,Fine," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
14133,5622,1,2,0," "," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14134,5622,2,0,4,100yr3010," "," ","Very friable",Slightly,Slightly," "," ",Many," ",Horizontal,Fine,Moderate,Granular," ",Fine," "," "," "," "," "," "
14135,5622,3,4,18,075yr5520," "," ",Friable,Slightly,Slightly,Many,Medium,Common," ",Vertical,Fine,Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14136,5622,4,18,33,050yr4030," "," ",Friable,Slightly,Slightly,Many,Fine,Few," ",Vertical,"Very fine",Weak,Platy," ",Fine," "," "," "," "," "," "
14137,5622,5,33,50,050yr4030,050yr5030," ",Firm,Plastic,Sticky,Common,Medium,"Very few"," ",Vertical,"Very fine","Moderate to strong","Angular blocky"," ",Medium," "," "," "," "," "," "
14138,5622,6,50,67,050yr3030," "," ",Firm,Plastic,Sticky,Few,Fine," "," "," "," ","Weak to moderate","Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14139,5622,7,67,100,050yr3540," "," ",Firm,Plastic,Sticky,Few,Fine," "," "," "," ",Moderate,Platy,Pseudo,Coarse," "," "," "," "," "," "
14140,5623,1,8,3," "," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14141,5623,2,3,0,100yr2010," "," "," "," "," "," "," ",Many," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
14142,5623,3,0,7,100yr6520," "," ",Friable," "," ",Common,Coarse,Common," ",Vertical,"Very fine",Moderate,Platy," ",Medium," "," "," "," "," "," "
14143,5623,4,7,19,075yr4540," "," ","Very friable"," "," ",Common,Coarse,"Very few"," ",Vertical,"Very fine",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14144,5623,5,19,37,100yr5060," "," ","Very friable"," "," ",Common,Coarse,"Very few"," ",Vertical,"Very fine",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14145,5623,6,37,45,100yr4040," "," ","Very friable"," "," "," "," "," "," "," "," ","Very weak",Platy," ",Medium," "," "," "," "," "," "
